REPORTING_PERIOD,MEASURE_TYPE,MEASURE,CODE,CODE_DESCRIPTION,MEASURE_VALUE
2324,Activity by Treatment Function,Attended subsequent appointment,346,Local Specialist Rehabilitation Service,1735
2324,Activity by Treatment Function,Attended subsequent appointment,347,Sleep Medicine Service,26205
2324,Activity by Treatment Function,Attended subsequent appointment,348,Post-COVID-19 Syndrome Service,3557
2324,Activity by Treatment Function,Attended subsequent appointment,350,Infectious Diseases,135187
2324,Activity by Treatment Function,Attended subsequent appointment,352,Tropical Medicine,3387
2324,Activity by Treatment Function,Attended subsequent appointment,360,Genitourinary Medicine,99268
2324,Activity by Treatment Function,Attended subsequent appointment,361,Nephrology,778852
2324,Activity by Treatment Function,Attended subsequent appointment,370,Medical Oncology,1464262
2324,Activity by Treatment Function,Attended subsequent appointment,371,Nuclear Medicine,19760
2324,Activity by Treatment Function,Attended subsequent appointment,400,Neurology,678208
2324,Activity by Treatment Function,Attended subsequent appointment,401,Clinical Neuro-physiology,25008
2324,Activity by Treatment Function,Attended subsequent appointment,410,Rheumatology,1171516
2324,Activity by Treatment Function,Attended subsequent appointment,420,Paediatrics,731922
2324,Activity by Treatment Function,Attended subsequent appointment,421,Paediatric Neurology,51151
2324,Activity by Treatment Function,Attended subsequent appointment,422,Neonatology,46787
2324,Activity by Treatment Function,Attended subsequent appointment,424,Well Babies,14086
2324,Activity by Treatment Function,Attended subsequent appointment,430,Geriatric Medicine,137596
2324,Activity by Treatment Function,Attended subsequent appointment,431,Orthogeriatric Medicine Service,51
2324,Activity by Treatment Function,Attended subsequent appointment,450,Dental Medicine Specialties,46139
2324,Activity by Treatment Function,Attended subsequent appointment,451,Special Care Dentistry Service,4403
2324,Activity by Treatment Function,Attended subsequent appointment,460,Medical Ophthalmology,106646
2324,Activity by Treatment Function,Attended subsequent appointment,461,Ophthalmic and Vision Science Service,7876
2324,Activity by Treatment Function,Attended subsequent appointment,501,Obstetrics,2510249
2324,Activity by Treatment Function,Attended subsequent appointment,502,Gynaecology,1453892
2324,Activity by Treatment Function,Attended subsequent appointment,503,Gynaecological Oncology,102087
2324,Activity by Treatment Function,Attended subsequent appointment,505,Fetal Medicine Service,53621
2324,Activity by Treatment Function,Attended subsequent appointment,560,Midwife episode,2883374
2324,Activity by Treatment Function,Attended subsequent appointment,650,Physiotherapy,3290606
2324,Activity by Treatment Function,Attended subsequent appointment,651,Occupational Therapy,338058
2324,Activity by Treatment Function,Attended subsequent appointment,652,Speech and Language Therapy,138679
2324,Activity by Treatment Function,Attended subsequent appointment,653,Podiatry,422426
2324,Activity by Treatment Function,Attended subsequent appointment,654,Dietetics,235761
2324,Activity by Treatment Function,Attended subsequent appointment,655,Orthoptics,307251
2324,Activity by Treatment Function,Attended subsequent appointment,656,Clinical Psychology,91007
2324,Activity by Treatment Function,Attended subsequent appointment,657,Prosthetics,18139
2324,Activity by Treatment Function,Attended subsequent appointment,658,Orthotics,189659
2324,Activity by Treatment Function,Attended subsequent appointment,659,Dramatherapy,802
2324,Activity by Treatment Function,Attended subsequent appointment,661,Music Therapy,345
2324,Activity by Treatment Function,Attended subsequent appointment,662,Optometry,55244
2324,Activity by Treatment Function,Attended subsequent appointment,663,Podiatric Surgery,28145
2324,Activity by Treatment Function,Attended subsequent appointment,670,Urological Physiology Service,1299
2324,Activity by Treatment Function,Attended subsequent appointment,673,Vascular Physiology Service,1
2324,Activity by Treatment Function,Attended subsequent appointment,675,Cardiac Physiology Service,40515
2324,Activity by Treatment Function,Attended subsequent appointment,677,Gastrointestinal Physiology Service,2937
2324,Activity by Treatment Function,Attended subsequent appointment,700,Learning Disability (previously MH),49876
2324,Activity by Treatment Function,Attended subsequent appointment,710,Adult Mental Illness,806250
2324,Activity by Treatment Function,Attended subsequent appointment,711,Child & Adolescent Psychiatry,429830
2324,Activity by Treatment Function,Attended subsequent appointment,712,Forensic Psychiatry,16614
2324,Activity by Treatment Function,Attended subsequent appointment,713,Psychotherapy,31296
2324,Activity by Treatment Function,Attended subsequent appointment,715,Old Age Psychiatry,103591
2324,Activity by Treatment Function,Attended subsequent appointment,720,Eating Disorders,21579
2324,Activity by Treatment Function,Attended subsequent appointment,721,Addiction Services,504
2324,Activity by Treatment Function,Attended subsequent appointment,722,Liaison Psychiatry,9038
2324,Activity by Treatment Function,Attended subsequent appointment,723,Psychiatric Intensive Care,19
2324,Activity by Treatment Function,Attended subsequent appointment,724,Perinatal Psychiatry,7400
2324,Activity by Treatment Function,Attended subsequent appointment,725,Mental Health Recovery and Rehabilitation Service,3174
2324,Activity by Treatment Function,Attended subsequent appointment,727,Dementia Assessment Service,4622
2324,Activity by Treatment Function,Attended subsequent appointment,730,Neuropsychiatry Service,1597
2324,Activity by Treatment Function,Attended subsequent appointment,800,Clinical Oncology (previously Radiotherapy),1893650
2324,Activity by Treatment Function,Attended subsequent appointment,811,Interventional Radiology,41625
2324,Activity by Treatment Function,Attended subsequent appointment,812,Diagnostic Imaging,3197989
2324,Activity by Treatment Function,Attended subsequent appointment,822,Chemical Pathology,18328
2324,Activity by Treatment Function,Attended subsequent appointment,834,Medical Virology,11215
2324,Activity by Treatment Function,Attended subsequent appointment,840,Audiology,901405
2324,Activity by Treatment Function,Attended subsequent appointment,920,Diabetic Education Service,1586
2324,Activity by Treatment Function,Attended subsequent appointment,990,Retired,1097
2324,Activity by Treatment Function,Attended subsequent appointment,&,Not Known,429705
2324,Activity by Treatment Function,Attended subsequent appointment,All,All,56551432
2324,Activity by Treatment Function,Attended subsequent tele consultation,100,General Surgery,289012
2324,Activity by Treatment Function,Attended subsequent tele consultation,101,Urology,769375
2324,Activity by Treatment Function,Attended subsequent tele consultation,102,Transplantation Surgery,12884
2324,Activity by Treatment Function,Attended subsequent tele consultation,103,Breast Surgery,190092
2324,Activity by Treatment Function,Attended subsequent tele consultation,104,Colorectal Surgery,260264
2324,Activity by Treatment Function,Attended subsequent tele consultation,105,Hepatobiliary & Pancreatic Surgery,33343
2324,Activity by Treatment Function,Attended subsequent tele consultation,106,Upper Gastrointestinal Surgery,36691
2324,Activity by Treatment Function,Attended subsequent tele consultation,107,Vascular Surgery,51931
2324,Activity by Treatment Function,Attended subsequent tele consultation,108,Spinal Surgery Service,53436
2324,Activity by Treatment Function,Attended subsequent tele consultation,109,Bariatric Surgery Service,10978
2324,Activity by Treatment Function,Attended subsequent tele consultation,110,Trauma & Orthopaedics,462626
2324,Activity by Treatment Function,Attended subsequent tele consultation,111,Orthopaedic Service,4461
2324,Activity by Treatment Function,Attended subsequent tele consultation,113,Endocrine Surgery Service,2668
2324,Activity by Treatment Function,Attended subsequent tele consultation,115,Trauma Surgery Service,527
2324,Activity by Treatment Function,Attended subsequent tele consultation,120,"Ear, Nose & Throat (ENT)",204063
2324,Activity by Treatment Function,Attended subsequent tele consultation,130,Ophthalmology,405828
2324,Activity by Treatment Function,Attended subsequent tele consultation,140,Oral Surgery,40441
2324,Activity by Treatment Function,Attended subsequent tele consultation,141,Restorative Dentistry,5613
2324,Activity by Treatment Function,Attended subsequent tele consultation,142,Paediatric Dentistry,4600
2324,Activity by Treatment Function,Attended subsequent tele consultation,143,Orthodontics,4664
2324,Activity by Treatment Function,Attended subsequent tele consultation,144,Maxillo Facial Surgery,32863
2324,Activity by Treatment Function,Attended subsequent tele consultation,145,Oral and Maxillofacial Surgery Service,7657
2324,Activity by Treatment Function,Attended subsequent tele consultation,150,Neurosurgery,107628
2324,Activity by Treatment Function,Attended subsequent tele consultation,160,Plastic Surgery,61862
2324,Activity by Treatment Function,Attended subsequent tele consultation,161,Burns Care,4242
2324,Activity by Treatment Function,Attended subsequent tele consultation,170,Cardiothoracic Surgery,8514
2324,Activity by Treatment Function,Attended subsequent tele consultation,171,Paediatric Surgery,29421
2324,Activity by Treatment Function,Attended subsequent tele consultation,172,Cardiac Surgery,17593
2324,Activity by Treatment Function,Attended subsequent tele consultation,173,Thoracic Surgery,18587
2324,Activity by Treatment Function,Attended subsequent tele consultation,174,Cardiothoracic Transplantation,1702
2324,Activity by Treatment Function,Attended subsequent tele consultation,180,Accident & Emergency (A&E),4872
2324,Activity by Treatment Function,Attended subsequent tele consultation,190,Anaesthetics,139797
