REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2324,First Attendances by Age and Gender,16 All Genders,810,Radiology,10423
2324,First Attendances by Age and Gender,16 All Genders,820,General Pathology,8
2324,First Attendances by Age and Gender,16 All Genders,822,Chemical Pathology,64
2324,First Attendances by Age and Gender,16 All Genders,823,Haematology,123
2324,First Attendances by Age and Gender,16 All Genders,824,Histopathology,9
2324,First Attendances by Age and Gender,16 All Genders,830,Immunopathology,30
2324,First Attendances by Age and Gender,16 All Genders,833,Medical Microbiology (Microbiology & Bacteriology),2
2324,First Attendances by Age and Gender,16 All Genders,834,Medical Virology,1
2324,First Attendances by Age and Gender,16 All Genders,900,Community Medicine,487
2324,First Attendances by Age and Gender,16 All Genders,901,Occupational Medicine,122
2324,First Attendances by Age and Gender,16 All Genders,902,Community Health Services Dental,11
2324,First Attendances by Age and Gender,16 All Genders,903,Public Health Medicine,61
2324,First Attendances by Age and Gender,16 All Genders,950,Nursing episode,5662
2324,First Attendances by Age and Gender,16 All Genders,960,Allied Health Professional Episode,20913
2324,First Attendances by Age and Gender,16 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),8
2324,First Attendances by Age and Gender,16 Female,100,General Surgery,3281
2324,First Attendances by Age and Gender,16 Female,101,Urology,499
2324,First Attendances by Age and Gender,16 Female,107,Vascular Surgery,11
2324,First Attendances by Age and Gender,16 Female,110,Trauma & Orthopaedics,8975
2324,First Attendances by Age and Gender,16 Female,120,"Ear, Nose & Throat (ENT)",4299
2324,First Attendances by Age and Gender,16 Female,130,Ophthalmology,4368
2324,First Attendances by Age and Gender,16 Female,140,Oral Surgery,2136
2324,First Attendances by Age and Gender,16 Female,141,Restorative Dentistry,346
2324,First Attendances by Age and Gender,16 Female,142,Paediatric Dentistry,178
2324,First Attendances by Age and Gender,16 Female,143,Orthodontics,2387
2324,First Attendances by Age and Gender,16 Female,145,Oral & Maxillo Facial Surgery,1376
2324,First Attendances by Age and Gender,16 Female,146,Endodontics,4
2324,First Attendances by Age and Gender,16 Female,147,Periodontics,4
2324,First Attendances by Age and Gender,16 Female,148,Prosthodontics,2
2324,First Attendances by Age and Gender,16 Female,150,Neurosurgery,295
2324,First Attendances by Age and Gender,16 Female,160,Plastic Surgery,1216
2324,First Attendances by Age and Gender,16 Female,170,Cardiothoracic Surgery,52
2324,First Attendances by Age and Gender,16 Female,171,Paediatric Surgery,401
2324,First Attendances by Age and Gender,16 Female,180,Accident & Emergency (A&E),563
2324,First Attendances by Age and Gender,16 Female,190,Anaesthetics,743
2324,First Attendances by Age and Gender,16 Female,192,Critical Care Medicine,10
2324,First Attendances by Age and Gender,16 Female,300,General Medicine,1780
2324,First Attendances by Age and Gender,16 Female,301,Gastroenterology,1219
2324,First Attendances by Age and Gender,16 Female,302,Endocrinology,645
2324,First Attendances by Age and Gender,16 Female,303,Clinical Haematology,454
2324,First Attendances by Age and Gender,16 Female,304,Clinical Physiology,285
2324,First Attendances by Age and Gender,16 Female,305,Clinical Pharmacology,4
2324,First Attendances by Age and Gender,16 Female,310,Audiological Medicine,477
2324,First Attendances by Age and Gender,16 Female,311,Clinical Genetics,281
2324,First Attendances by Age and Gender,16 Female,313,Clinical Immunology & Allergy,205
2324,First Attendances by Age and Gender,16 Female,314,Rehabilitation,208
2324,First Attendances by Age and Gender,16 Female,315,Palliative Medicine,9
2324,First Attendances by Age and Gender,16 Female,317,Allergy,47
2324,First Attendances by Age and Gender,16 Female,320,Cardiology,2195
2324,First Attendances by Age and Gender,16 Female,321,Paediatric Cardiology,431
2324,First Attendances by Age and Gender,16 Female,325,Sports & Exercise Medicine,28
2324,First Attendances by Age and Gender,16 Female,326,Acute Internal Medicine,164
2324,First Attendances by Age and Gender,16 Female,330,Dermatology,4262
2324,First Attendances by Age and Gender,16 Female,340,Respiratory Medicine (Thoracic Medicine),602
2324,First Attendances by Age and Gender,16 Female,350,Infectious Diseases,81
2324,First Attendances by Age and Gender,16 Female,352,Tropical Medicine,1
2324,First Attendances by Age and Gender,16 Female,360,Genitourinary Medicine,55
2324,First Attendances by Age and Gender,16 Female,361,Nephrology,204
2324,First Attendances by Age and Gender,16 Female,370,Medical Oncology,83
2324,First Attendances by Age and Gender,16 Female,371,Nuclear Medicine,12
2324,First Attendances by Age and Gender,16 Female,400,Neurology,2076
2324,First Attendances by Age and Gender,16 Female,401,Clinical Neuro-physiology,529
2324,First Attendances by Age and Gender,16 Female,410,Rheumatology,943
2324,First Attendances by Age and Gender,16 Female,420,Paediatrics,10606
2324,First Attendances by Age and Gender,16 Female,421,Paediatric Neurology,267
2324,First Attendances by Age and Gender,16 Female,430,Geriatric Medicine,37
2324,First Attendances by Age and Gender,16 Female,450,Dental Medicine Specialties,164
2324,First Attendances by Age and Gender,16 Female,451,Special Care Dentistry,35
2324,First Attendances by Age and Gender,16 Female,460,Medical Ophthalmology,61
2324,First Attendances by Age and Gender,16 Female,501,Obstetrics,1910
2324,First Attendances by Age and Gender,16 Female,502,Gynaecology,4159
2324,First Attendances by Age and Gender,16 Female,504,Community Sexual & Reproductive Health,2
2324,First Attendances by Age and Gender,16 Female,560,Midwife episode,1206
2324,First Attendances by Age and Gender,16 Female,600,General Medical Practice,135
2324,First Attendances by Age and Gender,16 Female,601,General Dental Practice,19
2324,First Attendances by Age and Gender,16 Female,700,Learning Disability (previously MH),38
2324,First Attendances by Age and Gender,16 Female,710,Adult Mental Illness,769
2324,First Attendances by Age and Gender,16 Female,711,Child & Adolescent Psychiatry,4336
2324,First Attendances by Age and Gender,16 Female,712,Forensic Psychiatry,8
2324,First Attendances by Age and Gender,16 Female,713,Psychotherapy,20
2324,First Attendances by Age and Gender,16 Female,715,Old Age Psychiatry,5
2324,First Attendances by Age and Gender,16 Female,800,Clinical Oncology (previously Radiotherapy),27
2324,First Attendances by Age and Gender,16 Female,810,Radiology,5671
2324,First Attendances by Age and Gender,16 Female,820,General Pathology,5
2324,First Attendances by Age and Gender,16 Female,822,Chemical Pathology,35
2324,First Attendances by Age and Gender,16 Female,823,Haematology,53
2324,First Attendances by Age and Gender,16 Female,824,Histopathology,6
2324,First Attendances by Age and Gender,16 Female,830,Immunopathology,17
2324,First Attendances by Age and Gender,16 Female,900,Community Medicine,221
2324,First Attendances by Age and Gender,16 Female,901,Occupational Medicine,51
2324,First Attendances by Age and Gender,16 Female,902,Community Health Services Dental,6
2324,First Attendances by Age and Gender,16 Female,903,Public Health Medicine,24
2324,First Attendances by Age and Gender,16 Female,950,Nursing episode,2881
2324,First Attendances by Age and Gender,16 Female,960,Allied Health Professional Episode,10091
2324,First Attendances by Age and Gender,16 Male,100,General Surgery,1596
2324,First Attendances by Age and Gender,16 Male,101,Urology,1981
2324,First Attendances by Age and Gender,16 Male,107,Vascular Surgery,7
2324,First Attendances by Age and Gender,16 Male,110,Trauma & Orthopaedics,17423
2324,First Attendances by Age and Gender,16 Male,120,"Ear, Nose & Throat (ENT)",4754
2324,First Attendances by Age and Gender,16 Male,130,Ophthalmology,3711
2324,First Attendances by Age and Gender,16 Male,140,Oral Surgery,1683
2324,First Attendances by Age and Gender,16 Male,141,Restorative Dentistry,355
2324,First Attendances by Age and Gender,16 Male,142,Paediatric Dentistry,169
2324,First Attendances by Age and Gender,16 Male,143,Orthodontics,2410
2324,First Attendances by Age and Gender,16 Male,145,Oral & Maxillo Facial Surgery,1299
2324,First Attendances by Age and Gender,16 Male,146,Endodontics,13
2324,First Attendances by Age and Gender,16 Male,148,Prosthodontics,7
2324,First Attendances by Age and Gender,16 Male,149,Surgical Dentistry,1
2324,First Attendances by Age and Gender,16 Male,150,Neurosurgery,309
2324,First Attendances by Age and Gender,16 Male,160,Plastic Surgery,1947
2324,First Attendances by Age and Gender,16 Male,170,Cardiothoracic Surgery,212
2324,First Attendances by Age and Gender,16 Male,171,Paediatric Surgery,728
2324,First Attendances by Age and Gender,16 Male,180,Accident & Emergency (A&E),518
2324,First Attendances by Age and Gender,16 Male,190,Anaesthetics,661
2324,First Attendances by Age and Gender,16 Male,192,Critical Care Medicine,13
2324,First Attendances by Age and Gender,16 Male,300,General Medicine,1685
2324,First Attendances by Age and Gender,16 Male,301,Gastroenterology,1024
2324,First Attendances by Age and Gender,16 Male,302,Endocrinology,417
2324,First Attendances by Age and Gender,16 Male,303,Clinical Haematology,446
2324,First Attendances by Age and Gender,16 Male,304,Clinical Physiology,220
2324,First Attendances by Age and Gender,16 Male,305,Clinical Pharmacology,3
2324,First Attendances by Age and Gender,16 Male,310,Audiological Medicine,376
2324,First Attendances by Age and Gender,16 Male,311,Clinical Genetics,343
2324,First Attendances by Age and Gender,16 Male,313,Clinical Immunology & Allergy,180
2324,First Attendances by Age and Gender,16 Male,314,Rehabilitation,162
2324,First Attendances by Age and Gender,16 Male,315,Palliative Medicine,12
2324,First Attendances by Age and Gender,16 Male,317,Allergy,28
2324,First Attendances by Age and Gender,16 Male,320,Cardiology,1974
2324,First Attendances by Age and Gender,16 Male,321,Paediatric Cardiology,484
2324,First Attendances by Age and Gender,16 Male,325,Sports & Exercise Medicine,31
2324,First Attendances by Age and Gender,16 Male,326,Acute Internal Medicine,103
2324,First Attendances by Age and Gender,16 Male,330,Dermatology,4024
2324,First Attendances by Age and Gender,16 Male,340,Respiratory Medicine (Thoracic Medicine),890
2324,First Attendances by Age and Gender,16 Male,350,Infectious Diseases,101
2324,First Attendances by Age and Gender,16 Male,352,Tropical Medicine,1
2324,First Attendances by Age and Gender,16 Male,360,Genitourinary Medicine,60
2324,First Attendances by Age and Gender,16 Male,361,Nephrology,238
2324,First Attendances by Age and Gender,16 Male,370,Medical Oncology,99
2324,First Attendances by Age and Gender,16 Male,371,Nuclear Medicine,11
2324,First Attendances by Age and Gender,16 Male,400,Neurology,1423
2324,First Attendances by Age and Gender,16 Male,401,Clinical Neuro-physiology,439
2324,First Attendances by Age and Gender,16 Male,410,Rheumatology,407
2324,First Attendances by Age and Gender,16 Male,420,Paediatrics,9656
2324,First Attendances by Age and Gender,16 Male,421,Paediatric Neurology,265
2324,First Attendances by Age and Gender,16 Male,430,Geriatric Medicine,28
2324,First Attendances by Age and Gender,16 Male,450,Dental Medicine Specialties,126
2324,First Attendances by Age and Gender,16 Male,451,Special Care Dentistry,27
2324,First Attendances by Age and Gender,16 Male,460,Medical Ophthalmology,51
2324,First Attendances by Age and Gender,16 Male,501,Obstetrics,12
2324,First Attendances by Age and Gender,16 Male,502,Gynaecology,50
2324,First Attendances by Age and Gender,16 Male,560,Midwife episode,3
2324,First Attendances by Age and Gender,16 Male,600,General Medical Practice,129
2324,First Attendances by Age and Gender,16 Male,601,General Dental Practice,13
2324,First Attendances by Age and Gender,16 Male,700,Learning Disability (previously MH),43
2324,First Attendances by Age and Gender,16 Male,710,Adult Mental Illness,290
2324,First Attendances by Age and Gender,16 Male,711,Child & Adolescent Psychiatry,2100
2324,First Attendances by Age and Gender,16 Male,712,Forensic Psychiatry,27
2324,First Attendances by Age and Gender,16 Male,713,Psychotherapy,16
2324,First Attendances by Age and Gender,16 Male,715,Old Age Psychiatry,8
2324,First Attendances by Age and Gender,16 Male,800,Clinical Oncology (previously Radiotherapy),36
2324,First Attendances by Age and Gender,16 Male,810,Radiology,4532
2324,First Attendances by Age and Gender,16 Male,820,General Pathology,3
2324,First Attendances by Age and Gender,16 Male,822,Chemical Pathology,24
2324,First Attendances by Age and Gender,16 Male,823,Haematology,47
2324,First Attendances by Age and Gender,16 Male,824,Histopathology,3
2324,First Attendances by Age and Gender,16 Male,830,Immunopathology,13
2324,First Attendances by Age and Gender,16 Male,833,Medical Microbiology (Microbiology & Bacteriology),2
2324,First Attendances by Age and Gender,16 Male,834,Medical Virology,1
2324,First Attendances by Age and Gender,16 Male,900,Community Medicine,266
2324,First Attendances by Age and Gender,16 Male,901,Occupational Medicine,71
2324,First Attendances by Age and Gender,16 Male,902,Community Health Services Dental,5
2324,First Attendances by Age and Gender,16 Male,903,Public Health Medicine,37
2324,First Attendances by Age and Gender,16 Male,950,Nursing episode,2725
2324,First Attendances by Age and Gender,16 Male,960,Allied Health Professional Episode,10647
2324,First Attendances by Age and Gender,16 Male,990,Joint Consultant Clinics (Retired 1 April 2004),8
2324,First Attendances by Age and Gender,17 All Genders,100,General Surgery,6644
2324,First Attendances by Age and Gender,17 All Genders,101,Urology,3243
2324,First Attendances by Age and Gender,17 All Genders,107,Vascular Surgery,17
